"","user_lat","user_long","freq"
"261",-22.75361,-47.41361,1
"262",-22.74444,-42.85944,1
"263",-22.70556,-46.98583,1
"264",-22.59861,-48.80028,3
"265",-22.55941,17.08323,1
"266",-22.52694,-41.945,2
"267",-22.505,-43.17861,1
"268",-22.45591,-68.93015,2
"269",-22.45389,-43.46889,1
"270",-22.44963,-46.18632,2
"271",-22.42556,-45.45278,2
"272",-22.37222,-46.94222,1
"273",-22.35694,-47.38417,1
"274",-22.31472,-49.06056,1
"275",-22.28194,-42.53111,1
"276",-22.25222,-45.70333,1
"277",-22.22111,-54.80556,1
"278",-22.21389,-49.94583,3
"279",-22.12556,-51.38889,1
"280",-22.05944,-46.97861,1
"281",-22.00611,-51.55306,1
"282",-22,-49,24
"283",-22,24,2
"284",-21.79444,-48.17556,4
"285",-21.76519,-49.2972,3
"286",-21.76417,-43.35028,1
"287",-21.76333,-52.11556,1
"288",-21.67861,-49.7425,2
"289",-21.57306,-51.21611,1
"290",-21.1775,-47.81028,3
"291",-21.1,55.6,1
"292",-21.02556,-47.37389,1
"293",-21.0189,-42.21833,1
"294",-21,-55,6
"295",-20.8667,55.4667,1
"296",-20.84684,-42.61968,1
"297",-20.47111,-55.78722,1
"298",-20.44278,-54.64639,1
"299",-20.39484,-43.50517,1
"300",-20.34583,-41.53583,2
"301",-20.32972,-40.2925,6
"302",-20.31944,-40.33778,4
"303",-20.3,57.58333,1
"304",-20.25806,-42.03361,1
"305",-20.22036,-70.13913,1
"306",-20.18417,-44.77111,1
"307",-20.15,28.58333,1
"308",-20.12861,-40.30778,1
"309",-20,47,2
"310",-20,145,2
"311",-19.9678,-158.119,1
"312",-19.93167,-44.05361,2
"313",-19.92083,-43.93778,19
"314",-19.82111,-44.76722,2
"315",-19.78333,-66.41667,2
"316",-19.7625,-44.31389,1
"317",-19.7,63.43333,1
"318",-19.6715,-52.04393,1
"319",-19.46833,-42.53667,1
"320",-19.26639,146.8057,1
"321",-19.2,29.8,2
"322",-18.91861,-48.27722,2
"323",-18.4746,-70.29792,2
"324",-18.3635,-47.47,3
"325",-18.25,35,1
"326",-18.16583,-47.94639,1
"327",-18.00556,-70.24833,1
"328",-18,-44,26
"329",-17.82772,31.05337,5
"330",-17.78629,-63.18117,4
"331",-17,-65,6
"332",-16.735,-43.86167,2
"333",-16.73333,-40.33333,1
"334",-16.67861,-49.25389,14
"335",-16.44972,-39.06472,2
"336",-16.39889,-71.535,4
"337",-16.32667,-48.95278,1
"338",-16.21667,-69.45,1
"339",-15.8422,-70.0199,2
"340",-15.80406,-48.06283,1
"341",-15.77972,-47.92972,15
"342",-15.75,-47.75,1
"343",-15.58071,-49.63623,6
"344",-15.5,35,2
"345",-15.3175,-49.1175,2
"346",-15,30,1
"347",-14.86611,-40.83944,1
"348",-13.8575,-40.08361,1
"349",-13.84078,-47.00832,1
"350",-13.66667,167.66667,1
"351",-13.53167,-40.15028,2
"352",-13.09722,-72.03389,1
"353",-13.04098,-56.15577,1
"354",-13,-56,2
"355",-12.97111,-38.51083,29
"356",-12.95867,28.63659,4
"357",-12.6975,-38.32417,1
"358",-12.5,18.5,2
"359",-12.46113,130.84185,1
"360",-12.43333,-38.96667,2
"361",-12.26667,-38.96667,2
"362",-12.23333,-38.75,1
"363",-12.11646,-77.03454,2
"364",-12.04318,-77.02824,54
"365",-11.7526,-61.78967,1
"366",-10.91111,-37.07167,1
"367",-10.54284,15.71021,1
"368",-10.5,-48,2
"369",-10.5,-37.5,3
"370",-10.21278,-48.36028,2
"371",-10,-76,42
"372",-10,-55,288
"373",-9.71028,-35.895,2
"374",-9.66583,-35.73528,5
"375",-9.59722,-35.95667,1
"376",-9.46674,17.30993,1
"377",-9.41667,147.16667,1
"378",-9.39861,-40.50083,1
"379",-9.39679,-40.23381,2
"380",-9.26667,-64.65,1
"381",-9.167,-171.83,1
"382",-9.08528,-78.57833,2
"383",-9,-70,3
"384",-9,-36,2
"385",-8.76194,-63.90389,1
"386",-8.74,117.5333,5
"387",-8.5,115,1
"388",-8.48358,15.6379,1
"389",-8.36667,124.1,1
"390",-8.11861,-35.09222,1
"391",-8.05389,-34.88111,31
"392",-7.99194,-38.29833,1
"393",-7.94083,-34.87306,1
"394",-7.91167,-34.90278,2
"395",-7.78278,110.36083,1
"396",-7.66861,109.65361,1
"397",-7.55611,110.83167,2
"398",-7.51073,-63.02805,2
"399",-7.24917,112.75083,2
"400",-7.23417,-39.40944,2
"401",-7.23056,-35.88111,1
"402",-7.2024,107.8878,1
"403",-7.19111,-48.20722,2
"404",-7.12389,-35.42444,1
"405",-7.11667,-41.86667,1
"406",-7.115,-34.86306,8
"407",-7.05614,-76.5911,1
"408",-7,-43,2
"409",-6.90389,107.61861,4
"410",-6.8976,112.0649,1
"411",-6.88333,107.53667,1
"412",-6.82349,39.26951,8
"413",-6.7674,110.8541,3
"414",-6.75333,-38.96444,2
"415",-6.7063,108.557,6
"416",-6.7061,108.5318,1
"417",-6.66583,107.08389,2
"418",-6.60667,-39.06222,1
"419",-6.4075,-41.74556,1
"420",-6.3726,106.8275,1
"421",-6.30333,107.30556,1
"422",-6.2873,106.9806,1
"423",-6.26111,107.15278,1
"424",-6.24111,-42.85472,1
"425",-6.22686,15.93006,1
"426",-6.21462,106.84513,11
"427",-6.17806,106.63,1
"428",-6,35,5
"429",-5.795,-35.20944,8
"430",-5.75,-36,2
"431",-5.42544,105.25803,1
"432",-5.13423,-36.31854,1
"433",-5.11306,105.30667,1
"434",-5.08917,-42.80194,3
"435",-5,-63,2
"436",-5,120,37
"437",-4.90389,-80.68528,2
"438",-4.72337,-37.41335,1
"439",-4.5386,120.3279,1
"440",-4.51967,-46.37712,1
"441",-4.33194,-40.15667,1
"442",-4.20493,13.28608,1
"443",-3.74912,-73.25383,1
"444",-3.72816,-40.82027,2
"445",-3.71722,-38.54306,33
"446",-3.68611,-40.34972,2
"447",-3.36667,36.68333,1
"448",-3.12845,-58.15856,1
"449",-3.10194,-60.025,24
"450",-3.07583,37.35333,1
"451",-2.9164,16.6897,1
"452",-2.90472,-41.77667,1
"453",-2.84022,-41.82881,1
"454",-2.63199,-80.38808,1
"455",-2.62833,-56.73583,2
"456",-2.52972,-44.30278,7
"457",-2.22417,120.2124,1
"458",-2.18194,-79.89167,22
"459",-2.1666667,-79.9,1
"460",-2,-79.83333,2
"461",-2,-77.5,40
"462",-1.94995,30.05885,1
"463",-1.7372,142.85049,1
"464",-1.53333,13.26667,2
"465",-1.5,33.8,1
"466",-1.45583,-48.50444,8
"467",-1.28333,36.81667,17
"468",-1.24908,-78.61675,1
"469",-0.75,37,4
"470",-0.66667,-80.08333,2
"471",-0.61361,-47.35611,1
"472",-0.28945,-79.18577,1
"473",-0.22985,-78.52495,7
"474",0,0,9763
"475",0,110.5,1
"476",0.14164,29.29117,1
"477",0.3155556,32.5655556,4
"478",0.31628,32.58219,8
"479",0.48333,127.41667,2
"480",0.5,32,6
"481",0.53333,101.45,1
"482",1,-52,1
"483",1,7,1
"484",1,38,7
"485",1,114,4
"486",1.36667,103.8,26
"487",1.3667,103.8,2
"488",1.4655,103.7578,2
"489",1.55,110.33333,2
"490",1.6561,103.6032,1
"491",2,33,3
"492",2.18809,-76.83181,1
"493",2.43823,-76.61316,2
"494",2.5,112.5,27
"495",2.5,113.5,1
"496",2.52958,-62.0634,1
"497",2.6241,98.6212,2
"498",2.7373,31.88644,2
"499",2.80996,-60.67427,2
"500",2.81972,-60.67333,2
"501",2.9273,-75.28188,2
"502",3.02013,30.91105,1
"503",3.10726,101.60671,1
"504",3.1412,101.68653,6
"505",3.28728,20.82163,1
"506",3.35,101.25,7
"507",3.43722,-76.5225,8
"508",3.4833333,-60.0833333,2
"509",3.5321,103.4619,1
"510",3.53944,-76.30361,1
"511",3.75,-76.5,1
"512",3.7698,100.9879,2
"513",3.78111,-74.88861,1
"514",3.99886,-52.99994,1
"515",4,-72,85
"516",4.08466,-76.19536,2
"517",4.1748,73.50888,1
"518",4.25,-74.18333,10
"519",4.29866,-74.80468,1
"520",4.43889,-75.23222,2
"521",4.53389,-75.68111,2
"522",4.5841,101.0829,1
"523",4.6,-74.0833333,1
"524",4.60971,-74.08175,18
"525",4.81333,-75.69611,1
"526",5,-59,1
"527",5,103,1
"528",5.30966,-4.01266,1
"529",5.44783,-74.66311,1
"530",5.46667,11.11667,1
"531",5.5082,-0.3365,1
"532",5.51667,5.75,1
"533",5.55602,-0.1969,5
"534",5.65,-9.7,1
"535",5.71434,-72.93391,2
"536",5.75,0,4
"537",5.8626,115.9946,1
"538",6,12,1
"539",6.15154,-75.61658,1
"540",6.25,-9.33333,1
"541",6.25184,-75.56359,11
"542",6.36536,2.41833,2
"543",6.44632,3.47717,2
"544",6.45306,3.39583,8
"545",6.58333,3.75,1
"546",6.60084,0.4713,1
"547",6.61548,3.50867,1
"548",6.66667,2.25,1
"549",6.68848,-1.62443,1
"550",6.964,158.2058,1
"551",7,-75.5,1
"552",7,21,1
"553",7,81,2
"554",7.01667,16.33333,2
"555",7.01667,125.08333,1
"556",7.03333,125.08333,1
"557",7.06528,-73.85472,1
"558",7.06955,125.59845,2
"559",7.12539,-73.1198,8
"560",7.1881,21.09375,1
"561",7.25,2.16667,1
"562",7.38778,3.89639,3
"563",7.5048,125.8511,1
"564",7.53362,99.08647,1
"565",7.66667,5.25,1
"566",7.6833333,-69.1166667,3
"567",7.70131,-72.35569,1
"568",7.83333,-72.08333,1
"569",7.85,3.93333,1
"570",7.89391,-72.50782,2
"571",7.91667,-2.91667,1
"572",8,-66,73
"573",8,-5,1
"574",8,122.66667,1
"575",8,125,2
"576",8.1,-1.2,8
"577",8.11486,-72.25698,1
"578",8.12923,-63.54086,1
"579",8.16667,-80.63333,1
"580",8.23773,-73.35604,1
"581",8.29829,-62.72198,1
"582",8.4,-82.31667,2
"583",8.59524,-71.1434,1
"584",8.62261,-70.20749,1
"585",8.81667,48.83333,1
"586",8.9936,-79.51973,2
"587",9,-80,11
"588",9,-75,1
"589",9.06853,7.48375,3
"590",9.2,12.48333,1
"591",9.2349,-70.28756,1
"592",9.40107,-75.40058,1
"593",9.5,2.25,2
"594",9.525,123.6,2
"595",9.56667,122.6,1
"596",9.68626,-65.53555,1
"597",9.75,123,1
"598",9.76667,36.21667,1
"599",10,-84,12
"600",10,-72.16667,1
"601",10,6,1
"602",10,8,8
"603",10,76.5,4
"604",10.07389,-69.32278,3
"605",10.13333,-64.7,1
"606",10.16667,-69.83333,1
"607",10.18026,-67.9377,1
"608",10.21412,-61.44677,1
"609",10.24694,-67.59583,1
"610",10.3,123.9,2
"611",10.31672,123.89071,3
"612",10.36552,-72.46362,5
"613",10.39972,-75.51444,2
"614",10.444,124.9344,3
"615",10.4762,-66.54266,1
"616",10.48801,-66.87919,21
"617",10.5,-66.91667,1
"618",10.52224,7.43828,2
"619",10.63167,-71.64056,2
"620",10.69694,122.56444,4
"621",10.6971,-63.10964,1
"622",10.75,1.66667,1
"623",10.96854,-74.78132,2
"624",11,-69.83333,3
"625",11.24802,75.7804,1
"626",11.29842,122.05671,1
"627",11.4045,-69.67344,1
"628",11.56245,104.91601,2
"629",11.58528,122.75111,1
"630",11.65116,78.15867,1
"631",11.6667,92.7333,1
"632",11.6956,-70.19957,2
"633",11.88333,121.95,1
"634",12,11.5,2
"635",12.0813,42.39675,5
"636",12.11721,-68.91964,1
"637",12.13282,-86.2504,1
"638",12.28345,-85.51081,3
"639",12.36532,13.8293,2
"640",12.38293,103.00781,1
"641",12.53333,-7.95,1
"642",12.65,-8,1
"643",12.97194,77.59369,6
"644",13,-85,15
"645",13,-2,1
"646",13,122,70
"647",13.08784,80.27847,2
"648",13.16667,-59.53333,1
"649",13.17372,100.93111,1
"650",13.41667,0.58333,1
"651",13.5,76,5
"652",13.53333,-88.28333,3
"653",13.6291,46.126,1
"654",13.68935,-89.18718,6
"655",13.75398,100.50144,14
"656",13.7567,121.0584,2
"657",13.8333,-88.9167,5
"658",13.83333,-88.91667,9
"659",13.92746,15.6809,1
"660",14,-14,2
"661",14.0818,-87.20681,2
"662",14.1079,121.14136,1
"663",14.33888,15.22373,2
"664",14.3595,121.0473,2
"665",14.38694,120.88167,1
"666",14.41667,-88.43333,1
"667",14.5,120.98333,1
"668",14.5243,121.0792,1
"669",14.55027,121.03269,3
"670",14.56111,-90.73444,1
"671",14.58333,121,4
"672",14.58639,121.17528,1
"673",14.59455,120.97175,5
"674",14.6042,120.9822,19
"675",14.64072,-90.51327,2
"676",14.6481,121.1133,2
"677",14.6488,121.0509,3
"678",14.6937,-17.44406,1
"679",14.74495,121.64953,1
"680",14.75,120.45,1
"681",14.9533,120.77,6
"682",15,-86.5,7
"683",15,100,24
"684",15,121.08333,2
"685",15.06667,120.66667,1
"686",15.15,120.58333,1
"687",15.35472,44.20667,1
"688",15.38111,-12.35556,3
"689",15.48586,120.96648,1
"690",15.5,-90.25,32
"691",15.51784,78.34854,2
"692",15.6866,120.4128,1
"693",15.72778,-88.59444,1
"694",15.75971,-86.78221,2
"695",15.94469,-93.33788,2
"696",16,30,1
"697",16.01793,-16.48962,1
"698",16.06778,108.22083,1
"699",16.18798,-95.19952,1
"700",16.43603,-95.01975,2
"701",16.75469,-93.11485,1
"702",16.86336,-99.8901,3
"703",17.01,120.5456,6
"704",17.07108,-96.71914,6
"705",17.11667,-61.85,1
"706",17.2333,120.4833,1
"707",17.25,-88.75,1
"708",17.38405,78.45636,5
"709",17.50904,-91.98334,1
"710",17.61306,121.72694,1
"711",17.65384,-97.81077,1
"712",17.66667,-100,2
"713",17.95417,-94.78333,1
"714",17.98689,-92.93028,1
"715",17.99794,-94.63542,1
"716",18,-92.66667,10
"717",18,-2,1
"718",18.01913,-66.79184,1
"719",18.05246,-66.50656,1
"720",18.14212,-94.4371,1
"721",18.20107,-67.13962,1
"722",18.21667,-73.06667,1
"723",18.24306,109.505,1
"724",18.24829,-66.49989,20
"725",18.25,-77.5,7
"726",18.25,-66.5,3
"727",18.26857,-65.90878,1
"728",18.37245,-65.71655,1
"729",18.42745,-67.15407,2
"730",18.45883,-66.26767,1
"731",18.46148,-97.39282,1
"732",18.465901,-66.103568,1
"733",18.46633,-66.10572,1
"734",18.5,-64.5,1
"735",18.54326,-92.6453,2
"736",18.64973,-91.82471,4
"737",18.72543,-95.98666,1
"738",18.79038,98.98468,3
"739",18.80459,-98.94555,1
"740",18.86667,-98.43333,1
"741",18.93725,-103.96531,2
"742",18.94201,-99.22646,1
"743",19,-70.6667,1
"744",19,-70.66667,17
"745",19,-7.25,8
"746",19.03681,73.01582,1
"747",19.04334,-98.20193,15
"748",19.06406,-98.30352,1
"749",19.07283,72.88261,20
"750",19.16667,-104,1
"751",19.16667,-101.83333,1
"752",19.18074,-96.13405,1
"753",19.24341,-103.72767,2
"754",19.26169,-99.59844,1
"755",19.28786,-99.65324,5
"756",19.32076,-98.20959,1
"757",19.33212,-99.21118,1
"758",19.33333,-99.5,5
"759",19.3467,-99.16174,1
"760",19.3882,-99.16,1
"761",19.40061,-99.01483,1
"762",19.42847,-99.12766,33
"763",19.44506,-99.14612,1
"764",19.47851,-99.23963,1
"765",19.5,75,17
"766",19.58547,-99.26034,1
"767",19.61725,-99.06601,1
"768",19.64388,-99.21598,1
"769",19.66667,-88.5,3
"770",19.71371,-98.96858,2
"771",19.71667,-72.3,1
"772",19.79344,-70.6884,1
"773",19.83803,-90.5277,2
"774",19.98912,-102.28477,1
"775",20,77,38
"776",20.05858,-102.71575,1
"777",20.175,-100.175,1
"778",20.236567,-155.836735,1
"779",20.237312,-155.830552,8
"780",20.24232,-155.83323,4
"781",20.29028,-102.54565,1
"782",20.33333,-103.66667,8
"783",20.3878,-99.99605,1
"784",20.42002,-101.25374,1
"785",20.44655,-97.32495,1
"786",20.5,-99,2
"787",20.52353,-100.81566,1
"788",20.56147,-100.24478,1
"789",20.6,-100.38333,5
"790",20.62041,-105.23066,1
"791",20.66682,-103.39182,10
"792",20.6784,-101.34654,1
"793",20.68547,-105.29434,2
"794",20.72356,-103.38479,2
"795",20.75028,-156.50028,1
"796",20.76591,-156.44923,2
"797",20.9767,-89.62059,13
"798",21,-101,4
"799",21,-99.91667,3
"800",21.1098,-157.5311,2
"801",21.12131,-101.66801,7
"802",21.17429,-86.84656,2
"803",21.27028,40.41583,1
"804",21.3527,-157.96962,1
"805",21.42667,39.82611,2
"806",21.5008,-104.88936,3
"807",21.51694,39.21917,6
"808",22,-79.5,3
"809",22,98,2
"810",22.1154,106.54352,2
"811",22.14993,-100.9828,8
"812",22.20056,113.54611,1
"813",22.27817,-97.86772,2
"814",22.28552,114.15769,7
"815",22.2994,73.20812,1
"816",22.31326,114.22581,1
"817",22.39161,113.96792,1
"818",22.43103,69.89982,2
"819",22.45384,86.99497,1
"820",22.45847,-103.15119,1
"821",22.48333,-80.56667,1
"822",22.56263,88.36304,12
"823",22.71792,75.8333,1
"824",22.76843,-102.58141,1
"825",22.8725,-109.89916,1
"826",23,-102,214
"827",23,72,2
"828",23,93,1
"829",23.13302,-82.38304,1
"830",23.16444,-82.29944,2
"831",23.2329,-106.40616,4
"832",23.5667,89.8333,1
"833",23.61352,90.50298,1
"834",24,-98.75,2
"835",24,54,4
"836",24,88,3
"837",24,90,2
"838",24,121,8
"839",24.00644,89.2372,1
"840",24.02032,-104.65756,2
"841",24.1423,-110.31274,1
"842",24.40417,103.44278,1
"843",24.46667,54.36667,1
"844",24.49215,-12.65625,3
"845",24.68773,46.72185,7
"846",24.80737,-107.39734,5
"847",24.859832,-168.021815,3
"848",24.9056,67.0822,3
"849",25,-107.5,9
"850",25,45,10
"851",25.04776,121.53185,2
"852",25.05823,-77.34306,1
"853",25.09,-107.7167,1
"854",25.22231,55.17181,75
"855",25.25817,55.30472,6
"856",25.41942,-101.00128,5
"857",25.44789,-80.479224,2
"858",25.4975,51.48528,1
"859",25.558428,-80.458168,2
"860",25.575,89.4083,1
"861",25.60222,85.11936,3
"862",25.64724,-100.09582,1
"863",25.66667,-100,3
"864",25.67506,-100.31846,46
"865",25.67678,-100.25646,1
"866",25.73785,32.60787,1
"867",25.75976,-100.16287,1
"868",25.77427,-80.19366,13
"869",25.78953,55.9432,1
"870",25.79065,-80.13005,1
"871",25.790654,-80.130046,5
"872",25.79116,-108.99463,1
"873",25.812023,-80.239315,2
"874",25.81954,-80.35533,1
"875",25.853765,-80.178002,34
"876",25.908575,-80.265122,1
"877",25.98729,-98.09414,2
"878",26,50.5,1
"879",26,74,2
"880",26,93,1
"881",26.027261,-80.244711,1
"882",26.07681,-98.29748,3
"883",26.121323,-80.127909,2
"884",26.122037,-80.15347,1
"885",26.12231,-80.14338,1
"886",26.142036,-81.79481,1
"887",26.151416,-80.226211,1
"888",26.15186,-80.45589,3
"889",26.18617,91.75095,1
"890",26.18794,-98.039727,1
"891",26.2546,91.5444,1
"892",26.255523,-97.667502,1
"893",26.27944,50.20833,1
"894",26.33583,127.80139,1
"895",26.375954,-80.10717,2
"896",26.41532,-108.61832,1
"897",26.43442,50.10326,2
"898",26.4478,80.34627,1
"899",26.450369,-98.276935,1
"900",26.545,117.84278,1
"901",26.600995,-80.038113,1
"902",26.61092,-80.242787,1
"903",26.645895,-80.430269,3
"904",26.6495,-98.34557,5
"905",26.715844,-80.070249,4
"906",26.83928,80.92313,1
"907",26.840418,-80.052061,1
"908",26.90687,-101.42056,1
"909",26.91962,75.78781,2
